id,Text,clean,cluster
214,Yup... How Ì_ noe leh...,yup how noe leh,6
215,Sounds great! Are you home now?,sounds great are you home now,5
216,Finally the match heading towards draw as your prediction.,finally the match heading towards draw as your prediction,6
217,Tired. I haven't slept well the past few nights.,tired i haven t slept well the past few nights,6
218,Easy ah?sen got selected means its good..,easy ah sen got selected means its good,6
219,I have to take exam with march 3,i have to take exam with march,6
220,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,yeah you should i think you can use your gt atm now to register not sure but if there s anyway i can help let me know but when you do be sure you are ready,2
221,Ok no prob. Take ur time.,ok no prob take ur time,8
222,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,there is os called ubandu which will run without installing in hard disk you can use that os to copy the important files in system and give it to repair shop,6
223,"Sorry, I'll call later",sorry i ll call later,3
224,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,u say leh of course nothing happen lar not say v romantic jus a bit only lor i thk e nite scenery not so nice leh,6
225,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",new mobiles from must go txt nokia to no collect yours today from only optout gbp mtmsg,6
226,Would really appreciate if you call me. Just need someone to talk to.,would really appreciate if you call me just need someone to talk to,4
227,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",will u meet ur dream partner soon is ur career off a flyng start find out free txt horo followed by ur star sign e g horo aries,6
228,Hey company elama po mudyadhu.,hey company elama po mudyadhu,6
229,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",life is more strict than teacher bcoz teacher teaches lesson amp then conducts exam but life first conducts exam amp then teaches lessons happy morning,6
230,Dear good morning now only i am up,dear good morning now only i am up,6
231,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,get down in gandhipuram and walk to cross cut road right side lt gt street road and turn at first right,1
232,Dear we are going to our rubber place,dear we are going to our rubber place,5
233,"Sorry battery died, yeah I'm here",sorry battery died yeah i m here,9
234,Yes:)here tv is always available in work place..,yes here tv is always available in work place,6
235,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,text meet someone sexy today u can find a date or even flirt its up to u join just p reply with name age eg sam msg pence,4
236,I have printed it oh. So  &lt;#&gt;  come upstairs,i have printed it oh so lt gt come upstairs,1
237,Or ill be a little closer like at the bus stop on the same street,or ill be a little closer like at the bus stop on the same street,0
238,Where are you?when wil you reach here?,where are you when wil you reach here,6
239,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say i m always correct,4
240,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,u have a secret admirer who is looking make contact with u find out who they r reveal who thinks ur so special call on,6
241,Tomarrow final hearing on my laptop case so i cant.,tomarrow final hearing on my laptop case so i cant,6
242,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,pleassssssseeeeee tel me v avent done sportsx,6
243,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",okay no no just shining on that was meant to be signing but that sounds better,4
244,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",although i told u dat i m into baig face watches now but i really like e watch u gave cos it s fr u thanx everything dat u ve done today i m touched,0
245,U don't remember that old commercial?,u don t remember that old commercial,6
246,Too late. I said i have the website. I didn't i have or dont have the slippers,too late i said i have the website i didn t i have or dont have the slippers,9
247,I asked you to call him now ok,i asked you to call him now ok,8
248,Kallis wont bat in 2nd innings.,kallis wont bat in nd innings,6
249,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,it didnt work again oh ok goodnight then i ll fix and have it ready by the time you wake up you are very dearly missed have a good night sleep,6
250,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulations ur awarded of cd vouchers or gift guaranteed free entry wkly draw txt music to tncs,6
251,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj and deepak min hold,6
252,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,6
253,What you doing?how are you?,what you doing how are you,6
254,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",ups which is days also and the shipping company that takes wks the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff,6
255,"I'm back, lemme know when you're ready",i m back lemme know when you re ready,2
256,Don't necessarily expect it to be done before you get back though because I'm just now headin out,don t necessarily expect it to be done before you get back though because i m just now headin out,4
257,Mmm so yummy babe ... Nice jolt to the suzy,mmm so yummy babe nice jolt to the suzy,9
258,Where are you lover ? I need you ...,where are you lover i need you,6
259,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,we tried to contact you re your reply to our offer of a video handset anytime networks mins unlimited text camcorder reply or call now,6
260,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,i m parked next to a mini when are you coming in today do you think,7
261,Yup,yup,6
262,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,anyway i m going shopping on my own now cos my sis not done yet dun disturb u liao,5
263,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,my no in luton ring me if ur around h,6
264,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey i am really horny want to chat or see me naked text hot to text charged at pm to unsubscribe text stop,6
